Date,Open,High,Low,Close,Adj Close,Volume
2018-01-22,90.000000,91.620003,89.739998,91.610001,89.040962,23601600
2018-01-23,91.900002,92.300003,91.540001,91.900002,89.322823,23412800
2018-01-24,92.550003,93.430000,91.580002,91.820000,89.245064,33277500
2018-01-25,92.470001,93.239998,91.930000,92.330002,89.740768,26383200
2018-01-26,93.120003,94.059998,92.580002,94.059998,91.422256,29172200
2018-01-29,95.139999,95.449997,93.720001,93.919998,91.286179,31569900
2018-01-30,93.300003,93.660004,92.099998,92.739998,90.139259,38635100
2018-01-31,93.750000,95.400002,93.510002,95.010002,92.345612,48756300
2018-02-01,94.790001,96.070000,93.580002,94.260002,91.616646,47227900
2018-02-02,93.639999,93.970001,91.500000,91.779999,89.206184,47867800
2018-02-05,90.559998,93.239998,88.000000,88.000000,85.532188,51031500
2018-02-06,86.889999,91.480003,85.250000,91.330002,88.768806,67998600
2018-02-07,90.489998,91.769997,89.199997,89.610001,87.097038,41107600
2018-02-08,89.709999,89.879997,84.760002,85.010002,82.626045,55628700
2018-02-09,86.300003,88.930000,83.830002,88.180000,85.707153,63499100
2018-02-12,88.739998,89.779999,87.930000,89.129997,86.630493,35720300
2018-02-13,88.930000,90.000000,87.800003,89.830002,87.310875,26407700
2018-02-14,88.510002,90.989998,88.410004,90.809998,88.678009,34960900
2018-02-15,91.209999,92.720001,90.620003,92.660004,90.484581,27823900
2018-02-16,92.449997,93.500000,91.800003,92.000000,89.840065,30596900
2018-02-20,91.480003,93.059998,91.010002,92.720001,90.543159,30911700
2018-02-21,92.980003,93.360001,91.489998,91.489998,89.342033,26922500
2018-02-22,92.050003,92.730003,91.360001,91.730003,89.576408,24392800
2018-02-23,93.599998,94.070000,92.360001,94.059998,91.851700,26329200
2018-02-26,94.400002,95.449997,94.250000,95.419998,93.179771,30199800
2018-02-27,95.739998,95.839996,94.199997,94.199997,91.988403,25869100
2018-02-28,94.839996,95.709999,93.629997,93.769997,91.568520,31167300
2018-03-01,93.989998,94.570000,91.839996,92.849998,90.670113,37135600
2018-03-02,91.580002,93.150002,90.860001,93.050003,90.865417,32830400
2018-03-05,92.339996,94.269997,92.260002,93.639999,91.441551,23901600
2018-03-06,94.339996,94.489998,92.940002,93.320000,91.129082,22175800
2018-03-07,93.160004,93.940002,92.430000,93.860001,91.656403,26716100
2018-03-08,94.269997,95.099998,93.769997,94.430000,92.213013,25887800
2018-03-09,95.290001,96.540001,95.000000,96.540001,94.273476,36937300
2018-03-12,96.500000,97.209999,96.040001,96.769997,94.498077,26073700
2018-03-13,97.000000,97.239998,93.970001,94.410004,92.193489,35387800
2018-03-14,95.120003,95.410004,93.500000,93.849998,91.646629,32132000
2018-03-15,93.529999,94.580002,92.830002,94.180000,91.968895,27611000
2018-03-16,94.680000,95.379997,93.919998,94.599998,92.379021,49081300
2018-03-19,93.739998,93.900002,92.110001,92.889999,90.709175,33344100
2018-03-20,93.050003,93.769997,93.000000,93.129997,90.943542,23075200
2018-03-21,92.930000,94.050003,92.209999,92.480003,90.308800,24457100
2018-03-22,91.269997,91.750000,89.660004,89.790001,87.681946,38604700
2018-03-23,89.500000,90.459999,87.080002,87.180000,85.133224,44068900
2018-03-26,90.610001,94.000000,90.400002,93.779999,91.578270,56396800
2018-03-27,94.940002,95.139999,88.510002,89.470001,87.369469,56569000
2018-03-28,89.820000,91.230003,88.870003,89.389999,87.291344,52501100
2018-03-29,90.180000,92.290001,88.400002,91.269997,89.127190,45867500
2018-04-02,90.470001,90.879997,87.510002,88.519997,86.441757,48515400
2018-04-03,89.580002,90.050003,87.889999,89.709999,87.603821,37213800
2018-04-04,87.849998,92.760002,87.730003,92.330002,90.162323,35560000
2018-04-05,92.440002,93.070000,91.400002,92.379997,90.211143,29771900
2018-04-06,91.489998,92.459999,89.480003,90.230003,88.111626,38026000
2018-04-09,91.040001,93.169998,90.620003,90.769997,88.638939,31533900
2018-04-10,92.389999,93.279999,91.639999,92.879997,90.699394,26812000
2018-04-11,92.010002,93.290001,91.480003,91.860001,89.703362,24872100
2018-04-12,92.430000,94.160004,92.430000,93.580002,91.382973,26758900
2018-04-13,94.050003,94.180000,92.440002,93.080002,90.894714,23346100
2018-04-16,94.070000,94.660004,93.419998,94.169998,91.959106,20288100
2018-04-17,95.000000,96.540001,94.879997,96.070000,93.814514,26771000
2018-04-18,96.220001,96.720001,95.519997,96.440002,94.175827,21043300
2018-04-19,96.440002,97.070000,95.339996,96.110001,93.853577,23552500
2018-04-20,95.910004,96.110001,94.050003,95.000000,92.769630,31154400
2018-04-23,95.739998,96.290001,94.629997,95.349998,93.111412,22331800
2018-04-24,96.239998,96.470001,92.410004,93.120003,90.933769,34524800
2018-04-25,93.300003,93.300003,90.279999,92.309998,90.142799,33729300
2018-04-26,93.550003,95.150002,93.099998,94.260002,92.047012,42529000
2018-04-27,97.599998,97.900002,93.910004,95.820000,93.570381,48272800
2018-04-30,96.330002,96.400002,93.150002,93.519997,91.324371,41523600
2018-05-01,93.209999,95.290001,92.790001,95.000000,92.769630,31408900
2018-05-02,94.989998,95.169998,93.190002,93.510002,91.314621,27471000
2018-05-03,92.959999,94.930000,92.449997,94.070000,91.861473,31142500
2018-05-04,93.320000,95.370003,92.919998,95.160004,92.925873,22531300
2018-05-07,95.169998,96.709999,95.099998,96.220001,93.960991,24242000
2018-05-08,95.849998,96.160004,95.059998,95.809998,93.560616,23484600
2018-05-09,96.010002,96.970001,95.050003,96.940002,94.664101,27327400
2018-05-10,97.459999,97.949997,97.050003,97.910004,95.611313,22388100
2018-05-11,97.800003,97.870003,97.040001,97.699997,95.406250,16778300
2018-05-14,97.919998,98.690002,97.309998,98.029999,95.728493,19454100
2018-05-15,97.239998,97.849998,96.339996,97.320000,95.035164,24594000
2018-05-16,97.360001,97.400002,96.620003,97.150002,95.280350,17384700
2018-05-17,96.760002,97.540001,95.830002,96.180000,94.329018,17246700
2018-05-18,96.010002,96.930000,96.010002,96.360001,94.505569,17865800
2018-05-21,97.000000,98.010002,96.800003,97.599998,95.721695,19422500
2018-05-22,97.680000,98.169998,97.199997,97.500000,95.623627,15441200
2018-05-23,96.709999,98.730003,96.320000,98.660004,96.761292,21251200
2018-05-24,98.730003,98.940002,96.809998,98.309998,96.418030,26649300
2018-05-25,98.300003,98.980003,97.860001,98.360001,96.467072,18363900
2018-05-29,97.839996,98.879997,97.230003,98.010002,96.123802,28671000
2018-05-30,98.309998,99.250000,97.910004,98.949997,97.045715,22158500
2018-05-31,99.290001,99.989998,98.610001,98.839996,96.937828,34140900
2018-06-01,99.279999,100.860001,99.169998,100.790001,98.850311,28655600
2018-06-04,101.260002,101.860001,100.849998,101.669998,99.713371,27281600
2018-06-05,102.000000,102.330002,101.529999,102.190002,100.223366,23514400
2018-06-06,102.480003,102.599998,101.900002,102.489998,100.517586,21122900
2018-06-07,102.650002,102.690002,100.379997,100.879997,98.938568,28232200
2018-06-08,101.089996,101.949997,100.540001,101.629997,99.674141,22165100
2018-06-11,101.010002,101.589996,100.669998,101.050003,99.105301,23490900
2018-06-12,101.099998,101.449997,100.750000,101.309998,99.360298,18325200
2018-06-13,101.720001,102.010002,100.559998,100.849998,98.909149,29492900
2018-06-14,101.650002,102.029999,101.000000,101.419998,99.468178,25691800
2018-06-15,101.510002,101.529999,100.070000,100.129997,98.203003,65738600
2018-06-18,100.010002,101.110001,99.419998,100.860001,98.918961,23586000
2018-06-19,99.650002,101.000000,99.500000,100.860001,98.918961,28653100
2018-06-20,101.370003,102.519997,101.120003,101.870003,99.909523,26180800
2018-06-21,102.080002,102.459999,100.879997,101.139999,99.193573,23198200
2018-06-22,100.410004,100.769997,99.629997,100.410004,98.477631,38923100
2018-06-25,100.000000,100.110001,97.300003,98.389999,96.496490,35433300
2018-06-26,98.820000,100.080002,98.750000,99.080002,97.173225,26897200
2018-06-27,99.580002,100.019997,97.400002,97.540001,95.662849,31298400
2018-06-28,97.379997,99.110001,97.260002,98.629997,96.731873,26650700
2018-06-29,98.930000,99.910004,98.330002,98.610001,96.712257,28053200
2018-07-02,98.099998,100.059998,98.000000,100.010002,98.085312,19564500
2018-07-03,100.480003,100.629997,98.940002,99.050003,97.143799,14670300
2018-07-05,99.500000,99.919998,99.029999,99.760002,97.840126,18977400
2018-07-06,99.889999,101.430000,99.669998,101.160004,99.213196,19234600
2018-07-09,101.650002,102.250000,101.250000,101.849998,99.889900,18212000
2018-07-10,102.000000,102.510002,101.860001,102.120003,100.154709,19293100
2018-07-11,101.150002,102.339996,101.099998,101.980003,100.017410,19644600
2018-07-12,102.769997,104.410004,102.730003,104.190002,102.184883,24335900
2018-07-13,104.370003,105.599998,104.089996,105.430000,103.401009,24635200
2018-07-16,105.400002,105.820000,104.519997,104.910004,102.891022,21786900
2018-07-17,104.610001,106.500000,104.320000,105.949997,103.910988,25901700
2018-07-18,105.940002,106.050003,104.720001,105.120003,103.096977,29493900
2018-07-19,104.930000,105.309998,103.889999,104.400002,102.390823,40171600
2018-07-20,108.080002,108.199997,106.080002,106.269997,104.224838,56004000
2018-07-23,106.300003,108.139999,106.129997,107.970001,105.892128,29707000
2018-07-24,108.570000,108.820000,107.260002,107.660004,105.588097,26316600
2018-07-25,107.959999,111.150002,107.599998,110.830002,108.697083,30702100
2018-07-26,110.739998,111.000000,109.500000,109.620003,107.510376,31372100
2018-07-27,110.180000,110.180000,106.139999,107.680000,105.607712,37005300
2018-07-30,107.190002,107.529999,104.760002,105.370003,103.342163,34668300
2018-07-31,106.489998,106.720001,105.379997,106.080002,104.038513,27655200
2018-08-01,106.029999,106.449997,105.419998,106.279999,104.234650,23628700
2018-08-02,105.400002,108.089996,104.839996,107.570000,105.499832,26104300
2018-08-03,107.800003,108.050003,106.820000,108.040001,105.960777,18659600
2018-08-06,108.120003,108.419998,107.559998,108.129997,106.049042,20265900
2018-08-07,108.559998,109.099998,108.169998,108.879997,106.784607,16080200
2018-08-08,109.330002,109.750000,108.760002,109.489998,107.382874,15487500
2018-08-09,109.709999,110.160004,109.599998,109.669998,107.559402,13677200
2018-08-10,109.419998,109.690002,108.379997,109.000000,106.902306,18183700
2018-08-13,109.239998,109.580002,108.099998,108.209999,106.127502,18472500
2018-08-14,108.559998,109.750000,108.040001,109.559998,107.451530,16788300
2018-08-15,108.489998,108.989998,106.820000,107.660004,105.994431,29982800
2018-08-16,108.300003,108.860001,107.300003,107.639999,105.974731,21384300
2018-08-17,107.360001,107.900002,106.690002,107.580002,105.915665,18061500
2018-08-20,107.510002,107.900002,106.480003,106.870003,105.216652,17914200
2018-08-21,106.919998,107.349998,105.849998,105.980003,104.340416,22881900
2018-08-22,105.849998,107.339996,105.779999,107.059998,105.403702,18000600
2018-08-23,107.150002,108.180000,106.870003,107.559998,105.895966,18167700
2018-08-24,107.669998,108.559998,107.559998,108.400002,106.722969,17234000
2018-08-27,109.269997,109.639999,108.510002,109.599998,107.904411,19662300
2018-08-28,109.940002,110.500000,109.790001,110.260002,108.554207,19151500
2018-08-29,110.449997,112.029999,110.269997,112.019997,110.286972,20818000
2018-08-30,111.669998,112.610001,111.440002,111.949997,110.218056,22798700
2018-08-31,111.690002,112.779999,111.519997,112.330002,110.592186,23222700
2018-09-04,110.849998,111.959999,110.220001,111.709999,109.981766,22634600
2018-09-05,111.010002,111.419998,108.099998,108.489998,106.811584,32872400
2018-09-06,108.250000,108.989998,107.510002,108.739998,107.057709,23477600
2018-09-07,108.230003,108.720001,107.230003,108.209999,106.535919,22498600
2018-09-10,108.839996,109.639999,108.360001,109.379997,107.687813,20727900
2018-09-11,108.900002,111.589996,108.889999,111.239998,109.519043,24301800
2018-09-12,111.430000,111.849998,110.510002,111.709999,109.981766,18891100
2018-09-13,112.120003,113.730003,112.120003,112.910004,111.163208,26055600
2018-09-14,113.360001,113.730003,112.440002,113.370003,111.616089,19122300
2018-09-17,113.690002,113.699997,111.860001,112.139999,110.405121,20736500
2018-09-18,112.190002,113.699997,111.720001,113.209999,111.458572,22170900
2018-09-19,113.050003,113.320000,111.040001,111.699997,109.971924,21728400
2018-09-20,112.279999,113.800003,111.930000,113.570000,111.812996,23714500
2018-09-21,114.000000,115.290001,113.510002,114.260002,112.492317,71229700
2018-09-24,113.029999,114.900002,112.220001,114.669998,112.895973,27334500
2018-09-25,114.800003,115.099998,113.750000,114.449997,112.679375,22668000
2018-09-26,114.470001,115.059998,113.739998,113.980003,112.216660,19352000
2018-09-27,114.779999,114.910004,114.199997,114.410004,112.639999,19091300
2018-09-28,114.190002,114.570000,113.680000,114.370003,112.600616,21647800
2018-10-01,114.750000,115.680000,114.730003,115.610001,113.821434,18883100
2018-10-02,115.300003,115.839996,114.440002,115.150002,113.368553,20787200
2018-10-03,115.419998,116.180000,114.930000,115.169998,113.388237,16648000
2018-10-04,114.610001,114.760002,111.629997,112.790001,111.045067,34821700
2018-10-05,112.629997,113.169998,110.639999,112.129997,110.395264,29068900
2018-10-08,111.660004,112.029999,109.339996,110.849998,109.135078,29640600
2018-10-09,111.139999,113.080002,110.800003,112.260002,110.523254,26198600
2018-10-10,111.239998,111.500000,105.790001,106.160004,104.517632,61376300
2018-10-11,105.349998,108.930000,104.199997,105.910004,104.271507,63904300
2018-10-12,109.010002,111.239998,107.120003,109.570000,107.874870,47742100
2018-10-15,108.910004,109.480003,106.949997,107.599998,105.935349,32068100
2018-10-16,109.540001,111.410004,108.949997,111.000000,109.282745,31610200
2018-10-17,111.680000,111.809998,109.550003,110.709999,108.997238,26548200
2018-10-18,110.099998,110.529999,107.830002,108.500000,106.821426,32506200
2018-10-19,108.930000,110.860001,108.209999,108.660004,106.978958,32785500
2018-10-22,109.320000,110.540001,108.239998,109.629997,107.933945,26545600
2018-10-23,107.769997,108.970001,105.110001,108.099998,106.427612,43770400
2018-10-24,108.410004,108.489998,101.589996,102.320000,100.737038,63897800
2018-10-25,106.550003,109.269997,106.150002,108.300003,106.624535,61646800
2018-10-26,105.690002,108.750000,104.760002,106.959999,105.305260,55523100
2018-10-29,108.110001,108.699997,101.629997,103.849998,102.243370,55162000
2018-10-30,103.660004,104.379997,100.110001,103.730003,102.125237,65350900
2018-10-31,105.440002,108.139999,105.389999,106.809998,105.157578,51062400
2018-11-01,107.050003,107.320000,105.529999,105.919998,104.281342,33384200
2018-11-02,106.480003,107.320000,104.980003,106.160004,104.517632,37680200
2018-11-05,106.370003,107.739998,105.900002,107.510002,105.846748,27922100
2018-11-06,107.379997,108.839996,106.279999,107.720001,106.053505,24340200
2018-11-07,109.440002,112.239998,109.400002,111.959999,110.227905,37901700
2018-11-08,111.800003,112.209999,110.910004,111.750000,110.021149,25644100
2018-11-09,110.849998,111.449997,108.760002,109.570000,107.874870,32039200
2018-11-12,109.419998,109.959999,106.099998,106.870003,105.216652,33621800
2018-11-13,107.550003,108.739998,106.639999,106.940002,105.285568,35374600
2018-11-14,108.099998,108.260002,104.470001,104.970001,103.792503,39495100
2018-11-15,104.989998,107.800003,103.910004,107.279999,106.076599,38505200
2018-11-16,107.080002,108.879997,106.800003,108.290001,107.075256,33502100
2018-11-19,108.269997,108.559998,103.550003,104.620003,103.446434,44773900
2018-11-20,101.800003,102.970001,99.349998,101.709999,100.569077,64052500
2018-11-21,103.599998,104.430000,102.239998,103.110001,101.953369,28130600
2018-11-23,102.169998,103.809998,102.000000,103.070000,101.913811,13823100
2018-11-26,104.790001,106.629997,104.580002,106.470001,105.275681,32336200
2018-11-27,106.269997,107.330002,105.360001,107.139999,105.938156,29124500
2018-11-28,107.889999,111.330002,107.860001,111.120003,109.873520,46788500
2018-11-29,110.330002,111.120003,109.029999,110.190002,108.953957,28123200
2018-11-30,110.699997,110.970001,109.360001,110.889999,109.646095,33665600
2018-12-03,113.000000,113.419998,110.730003,112.089996,110.832626,34732800
2018-12-04,111.940002,112.639999,108.209999,108.519997,107.302681,45197000
2018-12-06,105.820000,109.239998,105.000000,109.190002,107.965172,49107400
2018-12-07,108.379997,109.449997,104.300003,104.820000,103.644188,45044900
2018-12-10,104.800003,107.980003,103.889999,107.589996,106.383110,40801500
2018-12-11,109.800003,110.949997,107.440002,108.589996,107.371895,42381900
2018-12-12,110.889999,111.269997,109.040001,109.080002,107.856400,36183000
2018-12-13,109.580002,110.870003,108.629997,109.449997,108.222252,31333400
2018-12-14,108.250000,109.260002,105.500000,106.029999,104.840607,47043100
2018-12-17,105.410004,105.800003,101.709999,102.889999,101.735832,56957300
2018-12-18,103.750000,104.510002,102.519997,103.970001,102.803719,49319200
2018-12-19,103.650002,106.879997,101.349998,103.690002,102.526863,68198200
2018-12-20,103.050003,104.309998,98.779999,101.510002,100.371323,70334200
2018-12-21,101.629997,103.000000,97.459999,98.230003,97.128105,111242100
2018-12-24,97.680000,97.970001,93.980003,94.129997,93.074097,43935200
2018-12-26,95.139999,100.690002,93.959999,100.559998,99.431976,51634800
2018-12-27,99.300003,101.190002,96.400002,101.180000,100.045013,49498500
2018-12-28,102.089996,102.410004,99.519997,100.389999,99.263878,38196300
2018-12-31,101.290001,102.400002,100.440002,101.570000,100.430641,33173800
2019-01-02,99.550003,101.750000,98.940002,101.120003,99.985695,35329300
2019-01-03,100.099998,100.190002,97.199997,97.400002,96.307419,42579100
2019-01-04,99.720001,102.510002,98.930000,101.930000,100.786606,44060600
2019-01-07,101.639999,103.269997,100.980003,102.059998,100.915146,35656100
2019-01-08,103.040001,103.970001,101.709999,102.800003,101.646843,31514400
2019-01-09,103.860001,104.879997,103.239998,104.269997,103.100357,32280800
2019-01-10,103.220001,103.750000,102.379997,103.599998,102.437866,30067600
2019-01-11,103.190002,103.440002,101.639999,102.800003,101.646843,28314200
2019-01-14,101.900002,102.870003,101.260002,102.050003,100.905266,28437100
2019-01-15,102.510002,105.050003,101.879997,105.010002,103.832062,31587600
2019-01-16,105.260002,106.260002,104.959999,105.379997,104.197899,29853900
2019-01-17,105.000000,106.629997,104.760002,106.120003,104.929604,28393000
2019-01-18,107.459999,107.900002,105.910004,107.709999,106.501762,37427600
2019-01-22,106.750000,107.099998,104.860001,105.680000,104.494537,32371300
2019-01-23,106.120003,107.040001,105.339996,106.709999,105.512978,25874300
2019-01-24,106.860001,107.000000,105.339996,106.199997,105.008705,23164800
2019-01-25,107.239998,107.879997,106.199997,107.169998,105.967827,31225600
2019-01-28,106.260002,106.480003,104.660004,105.080002,103.901276,29476700
2019-01-29,104.879997,104.970001,102.169998,102.940002,101.785278,31490500
2019-01-30,104.620003,106.379997,104.330002,106.379997,105.186691,49471900
2019-01-31,103.800003,105.220001,103.180000,104.430000,103.258560,55636400
2019-02-01,103.779999,104.099998,102.349998,102.779999,101.627075,35535700
2019-02-04,102.870003,105.800003,102.769997,105.739998,104.553864,31315100
2019-02-05,106.059998,107.269997,105.959999,107.220001,106.017273,27325400
2019-02-06,107.000000,107.000000,105.529999,106.029999,104.840607,20609800
2019-02-07,105.190002,105.589996,104.290001,105.269997,104.089134,29760700
2019-02-08,104.389999,105.779999,104.260002,105.669998,104.484650,21461100
2019-02-11,106.199997,106.580002,104.970001,105.250000,104.069366,18914100
2019-02-12,106.139999,107.139999,105.480003,106.889999,105.690964,25056600
2019-02-13,107.500000,107.779999,106.709999,106.809998,105.611862,18394900
2019-02-14,106.309998,107.290001,105.660004,106.900002,105.700859,21784700
2019-02-15,107.910004,108.300003,107.360001,108.220001,107.006050,26606900
2019-02-19,107.790001,108.660004,107.779999,108.169998,106.956604,18038500
2019-02-20,107.860001,107.940002,106.290001,107.150002,106.400528,21607700
2019-02-21,106.900002,109.480003,106.870003,109.410004,108.644722,29063200
2019-02-22,110.050003,111.199997,109.820000,110.970001,110.193802,27763200
2019-02-25,111.760002,112.180000,111.260002,111.589996,110.809464,23750600
2019-02-26,111.260002,113.239998,111.169998,112.360001,111.574081,21536700
2019-02-27,111.690002,112.360001,110.879997,112.169998,111.385406,21487100
2019-02-28,112.040001,112.879997,111.730003,112.029999,111.246384,29083900
2019-03-01,112.889999,113.019997,111.669998,112.529999,111.742897,23501200
2019-03-04,113.019997,113.250000,110.800003,112.260002,111.474785,26608000
2019-03-05,112.250000,112.389999,111.230003,111.699997,110.918694,19538300
2019-03-06,111.870003,112.660004,111.430000,111.750000,110.968346,17687000
2019-03-07,111.400002,111.550003,109.870003,110.389999,109.617867,25339000
2019-03-08,109.160004,110.709999,108.800003,110.510002,109.737022,22818400
2019-03-11,110.989998,112.949997,110.980003,112.830002,112.040794,26491600
2019-03-12,112.820000,113.989998,112.650002,113.620003,112.825272,26132700
2019-03-13,114.129997,115.000000,113.779999,114.500000,113.699112,35513800
2019-03-14,114.540001,115.199997,114.330002,114.589996,113.788483,30763400
2019-03-15,115.339996,117.250000,114.589996,115.910004,115.099251,54681100
2019-03-18,116.169998,117.610001,116.050003,117.570000,116.747635,31207600
2019-03-19,118.089996,118.440002,116.989998,117.650002,116.827080,37588700
2019-03-20,117.389999,118.750000,116.709999,117.519997,116.697983,28113300
2019-03-21,117.139999,120.820000,117.089996,120.220001,119.379105,29854400
2019-03-22,119.500000,119.589996,117.040001,117.050003,116.231277,33624500
2019-03-25,116.559998,118.010002,116.320000,117.660004,116.837013,27067100
2019-03-26,118.620003,118.709999,116.849998,117.910004,117.085266,26097700
2019-03-27,117.879997,118.209999,115.519997,116.769997,115.953232,22733400
2019-03-28,117.440002,117.580002,116.129997,116.930000,116.112122,18334800
